bn:00051760n	location#n#1
bn:00016917n	CD-ROM#n#1
bn:00017003n	celesta#n#1
bn:00017079n	harpsichord#n#1
bn:00017585n	chamber_music#n#1
bn:00018731n	Chopin#n#3
bn:00018745n	chord#n#2
bn:00018754n	chordophone#n#1
bn:00019346n	civic_center#n#1
bn:00019566n	classical_music#n#1
bn:00019611n	clavichord#n#1
bn:00020081n	clutch#n#7
bn:00021397n	composer#n#1
bn:00021408n	composition#n#4
bn:00021565n	polyphony#n#1
bn:00021674n	conducting#n#2
bn:00023748n	crescendo#n#1
bn:00024845n	cypress#n#2
bn:00025241n	Middle_Ages#n#1
bn:00025785n	decrescendo#n#1
bn:00026331n	department_of_music#n#1
bn:00029076n	Duke_Ellington#n#1
bn:00029419n	earphone#n#1
bn:00029568n	ebony#n#2
bn:00030148n	electric_guitar#n#1
bn:00030157n	electric_organ#n#1
bn:00030605n	New_York#n#2
bn:00031281n	equal_temperament#n#1
bn:00031725n	folk_music#n#1
bn:00033993n	Felix_Mendelssohn#n#1
bn:00034250n	fiddle#n#1
bn:00035694n	pedal#n#2
bn:00036272n	Joseph_Haydn#n#1
bn:00036276n	Franz_Liszt#n#1
bn:00036277n	Franz_Schubert#n#1
bn:00036872n	funk#n#3
bn:00040214n	George_Gershwin#n#1
bn:00042981n	hardwood#n#1
bn:00043015n	harmonic#n#1
bn:00044784n	hornbeam#n#1
bn:00047232n	interval#n#4
bn:00047754n	ivory#n#1
bn:00048065n	jazz#n#2
bn:00048143n	Jerry_Lee_Lewis#n#1
bn:00048411n	Scott_Joplin#n#1
bn:00052076n	loudspeaker#n#1
bn:00053308n	maple#n#2
bn:00053900n	Maurice_Ravel#n#1
bn:00054057n	player_piano#n#1
bn:00054132n	Medici#n#1
bn:00054877n	MIDI#n#2
bn:00055476n	modernism#n#1
bn:00055683n	Thelonious_Monk#n#1
bn:00056176n	Wolfgang_Amadeus_Mozart#n#1
bn:00056457n	music_teacher#n#1
bn:00056461n	musical_group#n#1
bn:00056462n	musical_notation#n#1
bn:00056463n	note#n#3
bn:00056464n	octave#n#2
bn:00059461n	organ#n#5
bn:00059469n	organ_stop#n#1
bn:00059680n	ostinato#n#1
bn:00059922n	overtone#n#2
bn:00060145n	Padua#n#1
bn:00060211n	virginal#n#1
bn:00060975n	patchcord#n#1
bn:00061230n	pedal_point#n#1
bn:00062209n	piano_sonata#n#1
bn:00062211n	tuner#n#1
bn:00062212n	piano_wire#n#1
bn:00062643n	pitch#n#1
bn:00063128n	plywood#n#1
bn:00063470n	polytetrafluoroethylene#n#1
bn:00063586n	popular_music#n#1
bn:00065987n	ragtime#n#1
bn:00067346n	resonance#n#2
bn:00068019n	Robert_Schumann#n#1
bn:00068049n	rock#n#6
bn:00068205n	Romanticism#n#2
bn:00069086n	sampling#n#3
bn:00070924n	sharp#n#1
bn:00073394n	spinet#n#2
bn:00073670n	spruce#n#2
bn:00075667n	sympathetic_vibration#n#1
bn:00075745n	synthesizer#n#2
bn:00076453n	temperament#n#3
bn:00078602n	tuning#n#1
bn:00079129n	United_States_dollar#n#1
bn:00081073n	White_House#n#2
bn:00135360n	effects_unit
bn:00207177n	Yale_University_Press
bn:00212685n	Pedal_keyboard
bn:00248805n	Generalized_keyboard
bn:00258591n	Blanchet_(harpsichord_makers)
bn:00381217n	Steel_casting
bn:00384092n	Bösendorfer
bn:00424560n	Éva_Gauthier
bn:00427651n	Robert_Wornum
bn:00449955n	Moritz_von_Schwind
bn:00476924n	Clavinova
bn:00522559n	Piano_key_frequencies
bn:00605015n	Wolfram_Demonstrations_Project
bn:00613146n	hammered_dulcimer
bn:00627812n	Hornbostel–Sachs
bn:00645788n	Sound_module
bn:00646187n	Perfect_fifth
bn:00680650n	Little_Richard
bn:00684451n	Piano_maintenance
bn:00698367n	Americus_Backers
bn:00742487n	Charles-Louis_Hanon
bn:00742887n	Rhapsody_in_Blue
bn:00783534n	Bud_Powell
bn:00783602n	Bill_Evans
bn:00784380n	Villeneuve-lès-Avignon
bn:00799530n	Sustain
bn:00825727n	Oskar_Fried
bn:00825857n	Isomorphic_keyboard
bn:00860340n	Julius_Blüthner
bn:00890750n	Just_intonation
bn:00904696n	Toy_piano
bn:00909755n	Block_chord
bn:00959122n	Disklavier
bn:00974590n	Cross-stringing
bn:00993799n	Nannette_Streicher
bn:00994421n	Learning_music_by_ear
bn:01010025n	Film_score
bn:01104260n	Expression_pedal
bn:01157799n	Library_of_Congress
bn:01231202n	Chickering_&_Sons
bn:01265523n	Jazz_piano
bn:01278895n	Francesco_Scipione,_marchese_di_Maffei
bn:01292611n	DuPont
bn:01348630n	Pleyel_et_Cie
bn:01355167n	Johann_Andreas_Stein
bn:01368779n	Ben_Folds
bn:01387025n	Royal_Swedish_Academy_of_Music
bn:01432889n	fusion
bn:01503474n	harmonichord
bn:01611917n	Pianoteq
bn:01698650n	Split_sharp
bn:01707330n	carbon-fiber-reinforced_plastic
bn:01720376n	Stretched_tuning
bn:01739314n	Fazioli
bn:01774008n	Anton_Walter
bn:01775749n	Stuart_&_Sons
bn:01778979n	Broadwood
bn:01797970n	Philip_Glass
bn:01823297n	PianoForte_Foundation
bn:01824763n	Piano_extended_technique
bn:01898396n	The_Well-Tempered_Clavier
bn:01945414n	Romantic_music
bn:02053243n	Jazz-funk
bn:02157894n	digital_piano
bn:02216056n	Leslie_speaker
bn:02243587n	C.F._Theodore_Steinway
bn:02279492n	Edna_Golandsky
bn:02285414n	inharmonicity
bn:02350176n	Enharmonic_keyboard
bn:02376501n	Electric_piano
bn:02380103n	Dorothy_Taubman
bn:02392252n	Transposing_piano
bn:02416351n	Piano_concerto
bn:02433289n	Yamaha_Corporation
bn:02499993n	Tori_Amos
bn:02500603n	John_Broadwood
bn:02511669n	Manoah_Leide-Tedesco
bn:02556632n	Electronic_keyboard
bn:02574183n	pseudo-octave
bn:02691435n	Piano_acoustics
bn:02691538n	Social_history_of_the_piano
bn:02758058n	chiroplast
bn:02856409n	Electronic_piano
bn:02887113n	Innovations_in_the_piano
bn:02902360n	Ferdinando_de'_Medici,_Grand_Prince_of_Tuscany
bn:02924385n	Short_octave
bn:02955078n	Aliquot_stringing
bn:02966151n	Historically_informed_performance
bn:02995488n	Pianoforte_(film)
bn:03006809n	Alpheus_Babcock
bn:03086087n	piano_roll
bn:03091467n	Jean-Henri_Pape
bn:03092224n	Augsburg
bn:03097437n	Herbie_Hancock
bn:03119772n	Gottfried_Silbermann
bn:03126980n	USB_flash_drive
bn:03160989n	Piano_history_and_musical_performance
bn:03166690n	Physical_modelling_synthesis
bn:03167509n	A440_(pitch_standard)
bn:03168005n	Piano_Technicians_Guild
bn:03177405n	Johannes_Zumpe
bn:03183685n	Rhodes_piano
bn:03190460n	Billy_Joel
bn:03196769n	key_(instrument)
bn:03216207n	Tuning_wrench
bn:03253754n	Alcoa
bn:03260217n	Oxford_University_Press
bn:03270784n	Comping
bn:03275292n	damping
bn:03289333n	Elton_John
bn:03308750n	Steinway_&_Sons
bn:03319594n	Emerson,_Lake_&_Palmer
bn:03338592n	Pedal_piano
bn:03338850n	Agraffe
bn:03341124n	Silent_piano
bn:03363540n	Keith_Emerson
bn:03389078n	Music_appreciation
bn:03398827n	Guillaume-Lebrecht_Petzold
bn:03403627n	Street_piano
bn:03411234n	Sebastien_Erard
bn:03411669n	melodica
bn:03429523n	Sympathetic_string
bn:03447741n	Kawai_Musical_Instruments
bn:03487406n	Emánuel_Moór
bn:03511813n	Goldberg_Variations
bn:03514579n	square_piano
bn:03547971n	Pascal_Taskin
bn:03572427n	Music_technology
bn:03583073n	Aluminum_piano_plate
bn:03660748n	August_Förster
bn:03670353n	Bowed_clavier
bn:03674297n	Journal_of_the_Acoustical_Society_of_America
bn:03697569n	Henri_Herz
bn:03705316n	keytar
bn:03735040n	First_Viennese_School
bn:03744975n	Prepared_piano
bn:03759783n	Nicky_Hopkins
bn:03797442n	Estonia_Piano_Factory
bn:03829211n	Étude_Op._25,_No._12_(Chopin)
bn:03846474n	coupled_object
bn:03894453n	Sostenuto
bn:14410792n	Orphica
bn:14567901n	Keyboard_amplifier
bn:15124033n	Musical_improvisation
bn:15205997n	Janko_keyboard
bn:16303646n	Jean-Louis_Boisselot
bn:17252495n	Minipiano
bn:17414849n	Fred_Karpoff
bn:17414877n	Otto_Ortmann
bn:21706272n	fortepiano
bn:13997833n	bn:13997833n
bn:00030861n	England#n#1
bn:00031896n	Europe#n#1
bn:00047705n	Italy#n#1
bn:02813568n	20th_century
bn:02814624n	17th_century
bn:02814699n	18th_century
bn:02817716n	1826
bn:02820541n	1788
bn:02827001n	1840
bn:02827567n	1890
bn:02832229n	1874
bn:02833403n	1860
bn:02842962n	1730
bn:02844137n	1930
bn:02844546n	1790
bn:02845880n	1815
bn:02847149n	1720
bn:02847373n	1810
bn:02847744n	1843
bn:02848193n	1844
bn:02849265n	1821
bn:02850832n	1850
bn:02895118n	1825
bn:02895409n	1820
bn:02897570n	1711
bn:02930162n	1747
bn:03105636n	1700
bn:03105646n	1698
bn:07106791n	bn:07106791n
bn:07107253n	bn:07107253n
bn:00007953n	bagpipe#n#1
bn:00008042n	balalaika#n#1
bn:00008361n	banjo#n#1
bn:00008921n	bass_drum#n#1
bn:00008922n	contrabass#n#1
bn:00008923n	bass_guitar#n#1
bn:00012018n	castanets#n#1
bn:00017047n	cello#n#1
bn:00019455n	clarinet#n#1
bn:00024792n	cymbal#n#1
bn:00028891n	drum#n#1
bn:00030314n	elephant#n#1
bn:00035477n	flute#n#1
bn:00042150n	guitar#n#1
bn:00049443n	koto#n#1
bn:00053162n	mandolin#n#1
bn:00055124n	mineral#n#1
bn:00056443n	music#n#1
bn:00059285n	orchestra#n#1
bn:00065821n	Sergei_Rachmaninoff#n#1
bn:00069426n	saxophone#n#1
bn:00071854n	sitar#n#1
bn:00080031n	viol#n#1
bn:00080033n	viola#n#3
bn:00081263n	wind_instrument#n#1
bn:00134229n	Santur
bn:00342560n	tombak
bn:00427563n	Caisa_(instrument)
bn:00944039n	kantele
bn:01034658n	Mirwas
bn:01145669n	Rebab
bn:01361619n	Bağlama
bn:01388079n	Selim_Sahab
bn:01462592n	ney
bn:01669841n	Wayback_Machine
bn:01951812n	riq
bn:01952194n	bendir
bn:02089930n	setar
bn:02219341n	Qanun_(instrument)
bn:02614492n	darbouka
bn:03105492n	1709
bn:03106873n	Buzuq
bn:03131724n	daf
bn:03386233n	flamenco_guitar
bn:03398298n	classical_guitar
bn:03468829n	xalam
bn:03476569n	zurna
bn:03476792n	Arghul
bn:03725337n	didgeridoo
bn:03779076n	17-string_koto
bn:03815353n	oud
bn:05691721n	bn:05691721n
bn:16416968n	bn:16416968n
bn:00006110n	Arthur_Rubinstein#n#1
bn:00016915n	compact_disc#n#1
bn:00023659n	creativity#n#1
bn:00028114n	dollar#n#1
bn:00032580n	F_(musical_note)
bn:00049545n	la#n#3
bn:00054706n	mi#n#8
bn:00060803n	particle#n#3
bn:00063557n	pop#n#4
bn:00066312n	re#n#3
bn:00068622n	Russia#n#4
bn:00071394n	si#n#3
bn:00072493n	so#n#1
bn:00075673n	symphony#n#1
bn:00614453n	Sviatoslav_Richter
bn:02828765n	1735
bn:02848893n	1800
bn:02850299n	1762
bn:02858155n	1716
bn:02912008n	1732
bn:02926686n	1750
bn:02928253n	1760
bn:02932267n	1721
bn:02970035n	1655
bn:03105367n	1717
bn:03500633n	Glenn_Gould
bn:12743827n	bn:12743827n
bn:15925051n	567_BC
bn:16601721n	559_BC
bn:18045937n	bn:18045937n
bn:21144518n	bn:21144518n
bn:00004771n	Anton_Grigorevich_Rubinstein#n#1
bn:00042730n	hammer#n#2
bn:00043043n	harp#n#1
bn:00056536n	mute#n#2
bn:00350023n	Archidamus_III
bn:01365942n	Joaquín_Achúcarro
bn:01737756n	Alicia_de_Larrocha
bn:02816147n	1947
bn:02820043n	1828
bn:02820199n	1944
bn:02822654n	1963
bn:02824461n	1956
bn:02827931n	1889
bn:02828172n	1885
bn:02830294n	1807
bn:02830368n	1873
bn:02831003n	1978
bn:02833605n	1864
bn:02834068n	1894
bn:02834744n	1829
bn:02839775n	1923
bn:02847438n	1814
bn:02847938n	1958
bn:02848075n	1847
bn:02849161n	1819
bn:02853939n	1851
bn:02854057n	1853
bn:02859412n	1770
bn:02873062n	1849
bn:02895543n	1783
bn:02927200n	1777
bn:02947323n	2009
bn:03095210n	TRIAC
bn:03584199n	Basque_Government
bn:03685979n	Michael_Nyman
bn:00002575n	Aleksandr_Nikolayevich_Scriabin#n#1
bn:00017402n	Cesar_Franck#n#1
bn:00019595n	Claude_Achille_Debussy#n#1
bn:00019683n	clef#n#1
bn:00021559n	concert#n#1
bn:00034701n	Florence#n#1
bn:00040194n	George_Frideric_Handel#n#1
bn:00043731n	Henry_Purcell#n#1
bn:00044814n	Vladimir_Horowitz#n#1
bn:00055480n	Modest_Mussorgsky#n#1
bn:00061805n	Tchaikovsky#n#1
bn:01298737n	Alexis_Weissenberg
bn:01557407n	Oscar_Peterson
bn:01876706n	Classical_antiquity
bn:02116429n	Emile_Naoumoff
bn:02352037n	C._Bechstein
bn:02418512n	Chick_Corea
bn:03202392n	Domenico_Scarlatti
bn:03434218n	Valentina_Lisitsa
bn:03535476n	Count_Basie
bn:16398280n	grand_piano
bn:16453566n	estrada
bn:18067362n	bn:18067362n
bn:00006859n	copper#n#1
bn:00009083n	Nevada#n#1
bn:00010605n	bird#n#1
bn:00013173n	United_Kingdom#n#1
bn:00013328n	Bronze_Age#n#1
bn:00019279n	zither#n#1
bn:00032026n	Florida#n#1
bn:00034620n	fir#n#2
bn:00065539n	timbre#n#1
bn:00068490n	ruby#n#2
bn:00080182n	vodka#n#1
bn:00167061n	Quart_de_les_Valls
bn:00348129n	Federico_Mompou
bn:00355060n	Ricardo_Viñes
bn:00513174n	Lumbrales
bn:00610424n	Alfred_Brendel
bn:00683851n	Ray_Charles
bn:00694512n	Simeon_of_Moscow
bn:00705611n	Library_of_Congress_Control_Number
bn:00780687n	Vladimir_Ashkenazy
bn:00959600n	Claudio_Arrau
bn:01092612n	Lulach
bn:01147902n	Artvin
bn:01276974n	Jörg_Demus
bn:01348930n	Keith_Jarrett
bn:01349208n	Daniel_Barenboim
bn:01423579n	Nina_Simone
bn:01464510n	Encarta
bn:01574944n	Kingdom_of_Valencia
bn:01661459n	M._Fortuny
bn:02295755n	John_the_Cappadocian
bn:02479752n	Dinu_Lipatti
bn:02479844n	Jorge_Bolet
bn:02479936n	Alfred_Cortot
bn:02508956n	Lodovico_Giustini
bn:02828346n	1690
bn:03095141n	Evgeny_Kissin
bn:03131454n	Rally_for_Culture_and_Democracy
bn:03190698n	Arturo_Benedetti_Michelangeli
bn:03212248n	Clavecin_électrique
bn:03359622n	Enrique_Granados
bn:03385992n	Joe_Hisaishi
bn:03428852n	Thaler
bn:03589741n	New_Slovenia
bn:03613459n	Maria_João_Pires
bn:03660015n	Archilochus
bn:03701007n	Comita_III_of_Torres
bn:03724544n	Smallville
bn:03735770n	Alejo_Vidal-Quadras_Roca
bn:03760871n	Radu_Lupu
bn:03892723n	The_Battle_of_Algiers
bn:03995236n	Manel_Camp_i_Oliveras
bn:04601553n	Joan_de_Canyamars
bn:06007089n	Miguel_Farré_Mallofré
bn:08488157n	Joan_Moll_Marquès
bn:08492072n	Eulàlia_Solé_i_Olivart
bn:08492796n	bn:08492796n
bn:08495865n	Narcís_Bonet
bn:08496505n	Isidor_de_Carax
bn:08502772n	Àngel_Soler_i_Renales
bn:08505707n	Ramon_Coll_i_Huguet
bn:08521600n	Comte_Argila
bn:08521932n	Pilipos_de_Siunia
bn:15287717n	bn:15287717n
bn:15704891n	Carles_&_Sofia_Piano_Duo
bn:15982134n	Museu_de_la_Música_de_Barcelona
bn:17168146n	Daniel_Blanch
bn:18070311n	bn:18070311n
bn:18078368n	bn:18078368n
bn:18081884n	bn:18081884n
bn:21585284n	David_Malet_i_Casamitjana
bn:00000717n	accompaniment#n#2
bn:00003442n	American_organ#n#1
bn:00007103n	audio_recording#n#1
bn:00007108n	sound_system#n#1
bn:00007266n	Austria#n#1
bn:00008588n	baritone_horn#n#1
bn:00008669n	Baroque#n#1
bn:00008924n	tuba#n#1
bn:00008942n	bassoon#n#1
bn:00009731n	bell#n#5
bn:00010025n	Berlin#n#1
bn:00012790n	brass_instrument#n#1
bn:00015369n	Guangzhou#n#1
bn:00015556n	Rome#n#1
bn:00018867n	chromatic_scale#n#1
bn:00021482n	computer_keyboard#n#1
bn:00022546n	cor_anglais#n#1
bn:00022750n	trumpet#n#1
bn:00024932n	Czech_Republic#n#1
bn:00030254n	electronic_musical_instrument#n#1
bn:00031852n	euphonium#n#1
bn:00034618n	recorder#n#4
bn:00035030n	flannel#n#1
bn:00035420n	flugelhorn#n#1
bn:00036444n	horn#n#10
bn:00041049n	gong#n#1
bn:00041611n	New_York_City#n#1
bn:00043021n	harmonica#n#1
bn:00043028n	harmonium#n#1
bn:00043159n	oboe#n#1
bn:00043550n	Henry_Engelhard_Steinway#n#1
bn:00047985n	Japan#n#2
bn:00048981n	timpani#n#1
bn:00049248n	kitchen#n#1
bn:00050611n	Leipzig#n#1
bn:00051026n	lied#n#1
bn:00052380n	lute#n#2
bn:00053192n	Manhattan#n#1
bn:00053421n	marimba#n#1
bn:00056469n	scale#n#6
bn:00058126n	nose_flute#n#1
bn:00061528n	rhythm_section#n#1
bn:00062221n	piccolo#n#1
bn:00063763n	post_horn#n#1
bn:00064594n	production#n#7
bn:00069408n	saw#n#2
bn:00069428n	saxhorn#n#1
bn:00069666n	Switzerland#n#1
bn:00071444n	snare_drum#n#1
bn:00072745n	solo#n#2
bn:00072900n	sound_effect#n#1
bn:00072906n	sound_reproduction#n#1
bn:00076001n	tambourine#n#1
bn:00078212n	triangle#n#5
bn:00078389n	trombone#n#1
bn:00078871n	ukulele#n#1
bn:00079902n	vibraphone#n#1
bn:00080038n	violin_family#n#1
bn:00081493n	woodwind_instrument#n#1
bn:00577601n	alphorn
bn:00594784n	Kyoto_Shoshidai
bn:00634527n	aerophone
bn:00736133n	Lion's_roar_(instrument)
bn:00878529n	Lau_Siu-kai
bn:01050054n	Shizuoka_Prefecture
bn:01070485n	Henri_Selmer_Paris
bn:01348316n	Mergers_and_acquisitions
bn:01609858n	Tenor_horn
bn:01627216n	Wagner_tuba
bn:01642143n	Naka-ku
bn:01680749n	mellophone
bn:01998367n	Audio_electronics
bn:02559481n	Guitar_amplifier
bn:02645675n	Hamamatsu
bn:02825620n	Pearl_River_Piano_Group
bn:02875939n	glass_harmonica
bn:02907529n	Ignaz_Bösendorfer
bn:03088158n	Metropolitan_Museum_of_Art
bn:03145733n	Piano:_The_Melody_of_a_Young_Girl's_Heart
bn:03173565n	Kathryn_Hahn
bn:03274859n	Emperor_of_Austria
bn:03290526n	bell_tree
bn:03491610n	Cajón
bn:03679164n	anime
bn:03800441n	drum_kit
bn:03891279n	analog_signal
bn:07568828n	bn:07568828n
bn:07696057n	bn:07696057n
bn:07718405n	bn:07718405n
bn:08286433n	amplifier
bn:13849564n	concert_hall
bn:16366136n	Debregeasia_elliptica
bn:00040520n	Giovanni_Battista_Tiepolo#n#1
bn:00058112n	Picea_abies#n#1
bn:00074123n	steel#n#1
bn:00081355n	wing
bn:01162312n	The_Pianist_(2002_film)
bn:00000725n	skill#n#1
bn:00005659n	aristocracy#n#1
bn:00008699n	barrel_organ#n#1
bn:00017055n	celluloid#n#1
bn:00024934n	Czerny#n#1
bn:00030156n	electric_motor#n#1
bn:00034011n	felt#n#1
bn:00046175n	Impressionism#n#1
bn:00050452n	leather#n#1
bn:00054550n	metal#n#1
bn:00062330n	Renoir#n#1
bn:00064110n	predicate#n#2
bn:00065278n	pure_tone#n#1
bn:00072789n	sonata#n#1
bn:00078131n	tree#n#1
bn:00078711n	tusk#n#2
bn:00081492n	wood#n#1
bn:00149762n	Vilém_Kurz
bn:00165772n	Elfriede_Jelinek
bn:00168197n	Michael_Haneke
bn:00220089n	Missile_defense
bn:00515212n	Petrof
bn:01677198n	Bobnice
bn:01677268n	Semice
bn:01797947n	Hradec_Králové
bn:01889872n	Polanski
bn:02062752n	Adolf_Schiffer
bn:02832016n	1728
bn:02935713n	461
bn:03155464n	cimbalom
bn:03266487n	ambitus_(music)
bn:03424718n	Jan_Ladislav_Dussek
bn:03643352n	Well_temperament
bn:03811472n	Bohemian_Forest
bn:05739540n	bn:05739540n
bn:05739554n	bn:05739554n
bn:05740188n	bn:05740188n
bn:05742815n	bn:05742815n
bn:05756943n	bn:05756943n
bn:05758743n	bn:05758743n
bn:05770975n	bn:05770975n
bn:05774337n	bn:05774337n
bn:14624036n	bn:14624036n
bn:16635819n	rodina
bn:02050228n	Swietenia
bn:03492447n	Hans_Werner_Henze
bn:09177931n	bn:09177931n
bn:09201237n	bn:09201237n
bn:00045190n	humidity#n#1
bn:00049178n	Norway#n#1
bn:00054748n	microelectronics#n#1
bn:00057867n	noise_pollution#n#1
bn:00076342n	techno#n#1
bn:00311056n	Zimmermann_(piano)
bn:00634839n	idiophone
bn:00796621n	Piano_four_hands
bn:00943687n	Feurich
bn:01232220n	Karl_Hals
bn:01855527n	Johann_Christian_Bach
bn:02105478n	Andreas_Werckmeister
bn:02484397n	electromechanics
bn:02713369n	Wurlitzer_electric_piano
bn:02763635n	Grotrian-Steinweg
bn:03021582n	Brighton_Port_Authority
bn:03098449n	Luthéal
bn:03147541n	clavinet
bn:03628071n	Ravelin
bn:03707882n	Blüthner
bn:03871079n	Wilhelm_Schimmel
bn:03949758n	Rud._Ibach_Sohn
bn:03997982n	Carl_Sauter_Pianofortemanufaktur
bn:04105441n	bn:04105441n
bn:04138195n	Rippen
bn:04277002n	forte
bn:06486722n	bn:06486722n
bn:06525838n	bn:06525838n
bn:06535408n	bn:06535408n
bn:06572359n	bn:06572359n
bn:06595600n	bn:06595600n
bn:06676116n	bn:06676116n
bn:06676118n	bn:06676118n
bn:06768423n	Hoffmann
bn:06772562n	bn:06772562n
bn:06989261n	bn:06989261n
bn:10352915n	bn:10352915n
bn:10424527n	bn:10424527n
bn:10442308n	Rabdophaga_salicifolia
bn:10519098n	bn:10519098n
bn:13816201n	fifth
bn:13817571n	Ernst_Kaps
bn:14293611n	Scale_length_(string_instruments)
bn:14598710n	fourth
bn:14691850n	pedal
bn:14796971n	piano_tuner
bn:14881066n	bn:14881066n
bn:16120480n	Sampler_(musical_instrument)
bn:16202700n	Scaly-breasted_honeyeater
bn:00000021n	12-tone_music#n#1
bn:00007337n	autodidact#n#1
bn:00014306n	button#n#2
bn:00021981n	conservatory#n#2
bn:00029059n	duet#n#4
bn:00031755n	etude#n#1
bn:00034584n	fingering#n#1
bn:00036505n	fretwork#n#1
bn:00050365n	lead_sheet#n#1
bn:00054300n	memory#n#2
bn:00056454n	music_school#n#1
bn:00062856n	plastic#n#1
bn:00067962n	rivet#n#2
bn:00072059n	slapstick#n#1
bn:00072794n	song#n#1
bn:00073805n	staff#n#6
bn:00074795n	study#n#10
bn:00078859n	Ufa#n#1
bn:00079152n	university#n#2
bn:00079588n	variation#n#3
bn:00252388n	Kemendollár
bn:00348200n	John_Joseph_Merlin
bn:00441945n	Güiro
bn:00451088n	Jean-Pierre_Thiollet
bn:00687813n	International_Phonetic_Alphabet
bn:00797250n	Juana_de_Ibarbourou
bn:00898192n	Friedrich_Kalkbrenner
bn:00941744n	Steingraeber_&_Söhne
bn:01091637n	Western_Ghats
bn:01230565n	East_Asia
bn:01297819n	Ferruccio_Busoni
bn:02046557n	Cent_(music)
bn:02145419n	Claviharp
bn:02264766n	Chord_names_and_symbols_(popular_music)
bn:02455475n	Character_piece
bn:02651373n	20th-century_classical_music
bn:02814426n	15th_century
bn:02843189n	1774
bn:02859079n	1830
bn:03189926n	4′33″
bn:03215420n	House_concert
bn:03321905n	Classical_period_(music)
bn:03324661n	Sigismond_Thalberg
bn:03405999n	Kovylkino
bn:03694854n	Santa_Ana_winds
bn:03724069n	1952_Summer_Olympics
bn:03774155n	Howard_Zinn
bn:04077279n	bn:04077279n
bn:04077568n	terraced_dynamics
bn:04081292n	bn:04081292n
bn:04090463n	Karl_Rönisch
bn:04699898n	piano_maker
bn:05207391n	Klavier-Festival_Ruhr
bn:07119953n	bn:07119953n
bn:14440312n	sixth
bn:14619893n	6-plus-6-instruments
bn:14753737n	bn:14753737n
bn:15086815n	bn:15086815n
bn:15286755n	Automatic_Control_(technology_of_automation)
bn:15298095n	upright_piano
bn:15527916n	bn:15527916n
bn:15841054n	bar_line
bn:15966261n	impressionism
bn:16089723n	bn:16089723n
bn:16676478n	Pantotheria
bn:16937647n	bn:16937647n
bn:17266232n	Tokyo_Prefecture
bn:17813429n	music_school
bn:00137897n	Musical_instrument_classification
bn:00535285n	The_Piano
bn:01728343n	sound_box
bn:06987657n	bn:06987657n
bn:06989100n	bn:06989100n
bn:06996447n	bn:06996447n
bn:06997884n	bn:06997884n
bn:06998352n	bn:06998352n
bn:14448222n	bn:14448222n
bn:14502965n	bn:14502965n
bn:17014013n	bn:17014013n
bn:18189235n	bn:18189235n
bn:18192241n	bn:18192241n
bn:00000815n	Norway_maple#n#1
bn:00000822n	needle#n#1
bn:00016331n	cartouche#n#1
bn:00019486n	class_Coniferopsida#n#1
bn:00021863n	conifer#n#1
bn:00023695n	creep#n#2
bn:00047044n	loudness#n#1
bn:00055529n	moisture#n#1
bn:00060040n	ozone#n#1
bn:00062556n	Scots_pine#n#1
bn:00080927n	Western_culture#n#1
bn:00151453n	The_Great_Exhibition
bn:02002764n	Wikiquote
bn:02390127n	Grzegorz_Cybulski
